transaction_id,sender_id,receiver_id,amount,timestamp
911284,2157,9832,20.82,2022-01-06 18:00:00
963893,2429,8561,446.01,2022-01-07 02:00:00
143427,9701,9387,163.08,2022-01-01 22:00:00
647840,5179,7972,13.58,2022-01-05 02:00:00
1155427,9832,7089,19.03,2022-01-08 06:00:00
1244665,2664,4035,18.61,2022-01-08 20:00:00
94509,9181,8133,5.18,2022-01-01 15:00:00
254092,9553,6471,486.01,2022-01-02 15:00:00
1102165,7806,9792,15.27,2022-01-07 22:00:00
360849,4526,6916,487.02,2022-01-03 07:00:00
9925,1642,8816,161.77,2022-01-01 01:00:00
177290,4669,9990,194.25,2022-01-02 03:00:00
786784,9214,9358,18.29,2022-01-05 23:00:00
410974,7080,7928,17.35,2022-01-03 14:00:00
919667,1471,7297,462.29,2022-01-06 19:00:00
886072,3554,6496,448.23,2022-01-06 14:00:00
406510,734,9025,188.27,2022-01-03 13:00:00
84926,6527,1733,556.33,2022-01-01 13:00:00
267647,5434,7211,445.29,2022-01-02 17:00:00
1296838,4206,3369,14647005.0,2022-01-09 04:00:00
1010937,1053,6287,38.89,2022-01-07 09:00:00
349387,6534,8740,441.6,2022-01-03 05:00:00
235589,1505,9499,12.6,2022-01-02 12:00:00
649295,7751,9341,186.27,2022-01-05 02:00:00
1198305,5522,9443,475.35,2022-01-08 13:00:00
1194671,7332,9216,21474836.47,2022-01-08 12:00:00
1098148,9792,9014,103.69,2022-01-07 22:00:00
70334,9850,9147,12.56,2022-01-01 11:00:00
277190,4791,9423,100.95,2022-01-02 18:00:00
96167,6579,9982,444.29,2022-01-01 15:00:00
254440,8772,3668,190.61,2022-01-02 15:00:00
524733,2011,2549,31.76,2022-01-04 07:00:00
735141,9026,9918,8.21,2022-01-05 15:00:00
946338,7164,5921,15.0,2022-01-06 23:00:00
557773,7012,4949,13.08,2022-01-04 12:00:00
696636,8660,1120,125.38,2022-01-05 09:00:00
1213751,497,4507,415.7,2022-01-08 15:00:00
839176,9860,1027,4.54,2022-01-06 07:00:00
686856,9877,3133,11.5,2022-01-05 08:00:00
1102356,1646,6289,144.13,2022-01-07 22:00:00
1225613,2606,9917,167.77,2022-01-08 17:00:00
782972,3515,4480,528.66,2022-01-05 22:00:00
1247691,4351,9537,13.14,2022-01-08 20:00:00
785572,9704,3812,183.69,2022-01-05 23:00:00
550991,1703,3064,19.02,2022-01-04 11:00:00
1302006,6155,9113,20.23,2022-01-09 04:00:00
863002,9027,4700,7.46,2022-01-06 10:00:00
418738,5745,9528,165.03,2022-01-03 15:00:00
216067,5435,5265,527.2,2022-01-02 09:00:00
1063619,7083,2016,10.77,2022-01-07 16:00:00
1208409,8108,3114,6.92,2022-01-08 14:00:00
1009132,9910,4294,386.7,2022-01-07 08:00:00
1180100,9190,3154,6.38,2022-01-08 10:00:00
1109348,9918,6627,3.37,2022-01-07 23:00:00
1135395,9614,8137,114.73,2022-01-08 03:00:00
40267,6649,9818,152.92,2022-01-01 06:00:00
1045634,4716,249,186.77,2022-01-07 14:00:00
65927,7784,8856,144.07,2022-01-01 10:00:00
791622,9985,9344,12.75,2022-01-06 00:00:00
738165,3518,9014,479.92,2022-01-05 16:00:00
764579,9607,6904,116.05,2022-01-05 20:00:00
186106,5749,9127,149.78,2022-01-02 04:00:00
709979,6554,7198,556.01,2022-01-05 11:00:00
1058280,9084,8963,5.2,2022-01-07 16:00:00
339177,6591,2515,521.94,2022-01-03 03:00:00
843262,8428,2191,440.29,2022-01-06 07:00:00
1120665,8772,4506,190.61,2022-01-08 01:00:00
737146,8533,9399,560.78,2022-01-05 15:00:00
1297365,3540,9851,554.85,2022-01-09 04:00:00
227219,9970,8138,216.75,2022-01-02 11:00:00
1233487,9571,9168,530.53,2022-01-08 18:00:00
688897,7430,7242,478.6,2022-01-05 08:00:00
700256,6588,9213,511.6,2022-01-05 10:00:00
130052,5061,9719,15.83,2022-01-01 20:00:00
867630,5644,6544,107.79,2022-01-06 11:00:00
1090867,5687,8680,13.63,2022-01-07 21:00:00
454563,1670,9989,143.88,2022-01-03 21:00:00
547198,5498,5792,572.34,2022-01-04 11:00:00
549806,7396,8742,19.02,2022-01-04 11:00:00
1158914,9760,9325,101.22,2022-01-08 07:00:00
129182,4508,9994,513.46,2022-01-01 20:00:00
1053155,9023,9444,8.45,2022-01-07 15:00:00
1063292,3039,9914,18.99,2022-01-07 16:00:00
1100235,6678,9682,102.29,2022-01-07 22:00:00
705465,9001,3925,10.33,2022-01-05 11:00:00
1080765,9740,4385,115.29,2022-01-07 19:00:00
421132,7626,9571,161.1,2022-01-03 16:00:00
1095248,9796,8436,168.05,2022-01-07 21:00:00
654940,4355,6189,4.52,2022-01-05 03:00:00
1068523,5610,5451,134.05,2022-01-07 17:00:00
127162,9114,1183,5.03,2022-01-01 19:00:00
845198,2832,199,309.32,2022-01-06 08:00:00
66013,7147,8595,10.02,2022-01-01 10:00:00
1060330,7141,9997,11.12,2022-01-07 16:00:00
1161366,9728,7841,172.55,2022-01-08 07:00:00
469967,1194,8443,23.81,2022-01-03 23:00:00
1308050,671,9825,175.16,2022-01-09 05:00:00
371110,9734,945,151.13,2022-01-03 08:00:00
262271,1680,9563,154.05,2022-01-02 16:00:00
1190201,4895,4121,346.29,2022-01-08 12:00:00
1225966,7799,4751,162.28,2022-01-08 17:00:00
1203275,9744,6894,162.21,2022-01-08 14:00:00
438959,6496,7110,572.05,2022-01-03 18:00:00
927113,3059,2107,23.25,2022-01-06 20:00:00
1080877,3887,4936,394.48,2022-01-07 19:00:00
281884,8686,8060,122.06,2022-01-02 19:00:00
932102,5126,8685,18.47,2022-01-06 21:00:00
901171,9766,6151,108.37,2022-01-06 16:00:00
82816,8428,2191,440.29,2022-01-01 13:00:00
513608,7744,9640,142.86,2022-01-04 06:00:00
1174207,9969,7985,19.23,2022-01-08 09:00:00
832126,7139,4465,12.29,2022-01-06 06:00:00
1275503,6702,8336,133.35,2022-01-09 00:00:00
774141,8728,474,162.33,2022-01-05 21:00:00
859435,2542,1692,3.3,2022-01-06 10:00:00
1103054,1500,9210,480.17,2022-01-07 22:00:00
880823,2546,8650,528.65,2022-01-06 13:00:00
847966,7117,5989,14.31,2022-01-06 08:00:00
452575,1699,9237,149.27,2022-01-03 21:00:00
392835,1899,696,349.14,2022-01-03 11:00:00
854779,6617,9227,158.0,2022-01-06 09:00:00
569892,9689,6420,196.52,2022-01-04 14:00:00
1305880,8084,4157,11.3,2022-01-09 05:00:00
1246046,6516,9433,461.17,2022-01-08 20:00:00
1057738,5723,3340,164.91,2022-01-07 16:00:00
693473,92,9975,48.35,2022-01-05 09:00:00
69690,8765,8504,128.82,2022-01-01 11:00:00
1060363,9117,1224,4.27,2022-01-07 16:00:00
612003,9135,9957,6.59,2022-01-04 21:00:00
544745,3616,4793,194.64,2022-01-04 10:00:00
1105232,6272,3019,6165891.0,2022-01-07 23:00:00
885265,2713,8641,10.18,2022-01-06 14:00:00
1182923,8124,6677,10.51,2022-01-08 10:00:00
251518,6772,4797,131.27,2022-01-02 14:00:00
7153,1657,9823,168.44,2022-01-01 01:00:00
951346,9723,8188,134.22,2022-01-07 00:00:00
863229,3619,5106,190.94,2022-01-06 10:00:00
191774,5624,8119,109.41,2022-01-02 05:00:00
307269,3465,3936,418.17,2022-01-02 23:00:00
767506,2172,6032,27.81,2022-01-05 20:00:00
426928,8724,4333,133.14,2022-01-03 17:00:00
450325,9714,9136,170.33,2022-01-03 20:00:00
1262908,2079,9616,3.55,2022-01-08 23:00:00
353851,9437,8212,438.1,2022-01-03 05:00:00
316289,9551,8179,443.98,2022-01-03 00:00:00
1166188,8025,5384,9.01,2022-01-08 08:00:00
657152,3632,2898,151.08,2022-01-05 03:00:00
440453,8267,4245,91604.89,2022-01-03 19:00:00
204182,4937,9840,287.45,2022-01-02 07:00:00
84272,9737,9678,181.52,2022-01-01 13:00:00
411096,9711,7739,187.85,2022-01-03 14:00:00
609765,9100,5796,6.98,2022-01-04 20:00:00
1043798,8601,9170,194.55,2022-01-07 13:00:00
61826,8690,9158,138.89,2022-01-01 10:00:00
629047,4956,5484,222.3,2022-01-04 23:00:00
77686,5452,6928,3.02,2022-01-01 12:00:00
1188686,8566,9881,577.19,2022-01-08 11:00:00
731987,4757,886,142.75,2022-01-05 15:00:00
615057,5536,8121,435.19,2022-01-04 21:00:00
1101698,9616,9555,197.78,2022-01-07 22:00:00
1314604,4475,9496,420.64,2022-01-09 06:00:00
819889,3010,9338,10.6,2022-01-06 04:00:00
952472,2599,8909,419.32,2022-01-07 00:00:00
729764,1594,3937,446.7,2022-01-05 14:00:00
1315928,7186,2200,11.19,2022-01-09 06:00:00
914228,6599,8990,524.58,2022-01-06 18:00:00
1027759,7056,3330,14.65,2022-01-07 11:00:00
771928,6626,1894,163.99,2022-01-05 21:00:00
1230642,724,8025,3.43,2022-01-08 18:00:00
951249,5120,1413,12.25,2022-01-07 00:00:00
388938,7165,1286,12.42,2022-01-03 11:00:00
1175574,7633,339,188.64,2022-01-08 09:00:00
381923,9778,9929,143.66,2022-01-03 10:00:00
233993,9962,2243,12.48,2022-01-02 12:00:00
166763,6350,7741,4586.19,2022-01-02 01:00:00
764612,1506,3449,489.2,2022-01-05 20:00:00
1051296,7500,8762,414.48,2022-01-07 15:00:00
635437,5063,3368,13.82,2022-01-05 00:00:00
80152,7185,6180,16.04,2022-01-01 12:00:00
1251436,7859,9553,228.67,2022-01-08 21:00:00
1253817,1751,5844,15.43,2022-01-08 21:00:00
504385,9668,412,103.16,2022-01-04 04:00:00
275147,8411,6628,4.01,2022-01-02 18:00:00
32629,2707,9895,176.96,2022-01-01 05:00:00
174093,7144,9266,10.0,2022-01-02 03:00:00
421158,9843,6414,19.47,2022-01-03 16:00:00
700622,1804,7448,3.86,2022-01-05 10:00:00
989467,5186,9956,13.32,2022-01-07 05:00:00
505212,6093,6409,12.59,2022-01-04 04:00:00
1086086,1742,9674,134.38,2022-01-07 20:00:00
179551,11,9174,75.23,2022-01-02 03:00:00
681117,9056,5864,5.41,2022-01-05 07:00:00
739198,8799,7041,102.97,2022-01-05 16:00:00
922687,4458,9630,543.86,2022-01-06 19:00:00
88936,3433,9697,509.07,2022-01-01 14:00:00
1226413,9241,9616,3.74,2022-01-08 17:00:00
905219,6156,7934,11.69,2022-01-06 17:00:00
1098326,1433,8499,14.59,2022-01-07 22:00:00
1178991,8483,1871,2.54,2022-01-08 10:00:00
432161,4699,6828,117.59,2022-01-03 17:00:00
876173,5484,5472,564.3,2022-01-06 12:00:00
470228,3744,6307,101.41,2022-01-03 23:00:00
1255362,9300,747,18.51,2022-01-08 21:00:00
914963,7474,7572,458.52,2022-01-06 18:00:00
1052953,2703,7751,100.29,2022-01-07 15:00:00
357606,9601,9298,4.16,2022-01-03 06:00:00
553781,6166,9655,15.85,2022-01-04 12:00:00
477141,482,6223,485.19,2022-01-04 00:00:00
295074,8458,1903,10.13,2022-01-02 21:00:00
343929,1620,4796,103.66,2022-01-03 04:00:00
660068,9493,9388,547.66,2022-01-05 04:00:00
150919,506,8068,578.69,2022-01-01 23:00:00
112484,621,8487,141.47,2022-01-01 17:00:00
463806,8185,4204,13.62,2022-01-03 22:00:00
281217,6462,9973,4.2,2022-01-02 19:00:00
865350,9423,709,575.96,2022-01-06 11:00:00
364290,9691,4473,140.16,2022-01-03 07:00:00
851091,9758,9574,183.74,2022-01-06 09:00:00
48092,986,1988,4.57,2022-01-01 08:00:00
137395,8022,7393,8.19,2022-01-01 21:00:00
96480,6506,7066,415.79,2022-01-01 15:00:00
611685,4663,9995,105.52,2022-01-04 21:00:00
526105,7363,4474,3.51,2022-01-04 08:00:00
566008,7008,2935,13.28,2022-01-04 14:00:00
1058323,7637,8577,199.55,2022-01-07 16:00:00
610037,8128,6626,3.19,2022-01-04 20:00:00
1049840,1984,9673,321.51,2022-01-07 14:00:00
607410,4425,341,412.63,2022-01-04 20:00:00
1285552,6651,9941,109.44,2022-01-09 02:00:00
897313,9727,7474,130.36,2022-01-06 16:00:00
531782,3558,9982,506.98,2022-01-04 08:00:00
1132646,656,5916,101.01,2022-01-08 03:00:00
600123,9768,9807,161.94,2022-01-04 19:00:00
893974,770,9963,142.69,2022-01-06 15:00:00
105982,9613,8808,141.46,2022-01-01 16:00:00
22941,1742,9674,134.38,2022-01-01 04:00:00
811548,9726,8924,147.44,2022-01-06 03:00:00
1041326,6068,9975,17.12,2022-01-07 13:00:00
522907,8185,9198,13.62,2022-01-04 07:00:00
815744,7651,3375,149.16,2022-01-06 03:00:00
355020,5710,9598,186.33,2022-01-03 06:00:00
942217,6038,2051,16.87,2022-01-06 22:00:00
231571,4699,6828,117.59,2022-01-02 11:00:00
18761,2494,5495,428.7,2022-01-01 03:00:00
1115113,4729,3752,123.9,2022-01-08 00:00:00
1308799,6626,5012,163.99,2022-01-09 05:00:00
33884,4181,8366,22.56,2022-01-01 05:00:00
1231233,9070,9871,6.47,2022-01-08 18:00:00
1210319,4518,4052,420.23,2022-01-08 15:00:00
281116,3453,9463,563.65,2022-01-02 19:00:00
872895,6089,2178,15.18,2022-01-06 12:00:00
922649,9676,6548,123.52,2022-01-06 19:00:00
855751,3472,100,478.89,2022-01-06 09:00:00
656255,9411,8297,534.29,2022-01-05 03:00:00
1114377,6794,9432,190.42,2022-01-08 00:00:00
400142,1697,5926,107.83,2022-01-03 13:00:00
1316250,8708,9922,171.0,2022-01-09 06:00:00
998666,9959,4542,14.77,2022-01-07 07:00:00
286786,6080,9259,12.38,2022-01-02 19:00:00
1145885,9928,9459,3.27,2022-01-08 05:00:00
200694,5656,7434,165.5,2022-01-02 07:00:00
1020370,4516,9971,523.79,2022-01-07 10:00:00
414221,1650,3050,155.58,2022-01-03 15:00:00
861225,9005,6544,9.1,2022-01-06 10:00:00
221896,7179,8546,10.9,2022-01-02 10:00:00
486636,5191,8124,17.65,2022-01-04 02:00:00
670182,8031,7871,14.23,2022-01-05 05:00:00
343189,590,9487,509.04,2022-01-03 04:00:00
1128670,5148,8075,12.88,2022-01-08 02:00:00
245441,7381,6487,15.93,2022-01-02 13:00:00
1157518,9020,9992,9.54,2022-01-08 07:00:00
258049,7688,5705,132.66,2022-01-02 15:00:00
1039259,8459,9212,508.25,2022-01-07 13:00:00
908884,8627,9710,121.76,2022-01-06 17:00:00
4973,2409,4708,594.94,2022-01-01 01:00:00
715371,9767,8146,127.0,2022-01-05 12:00:00
1111221,9666,5878,130.36,2022-01-08 00:00:00
10513,7656,1727,155.5,2022-01-01 02:00:00
314791,2702,9763,173.91,2022-01-03 00:00:00
1234020,5199,2096,11.96,2022-01-08 18:00:00
862903,534,6262,579.53,2022-01-06 10:00:00
103786,8716,9928,158.47,2022-01-01 16:00:00
1313234,9709,1163,176.14,2022-01-09 06:00:00
864160,9608,9868,133.19,2022-01-06 10:00:00
43594,534,6262,579.53,2022-01-01 07:00:00
1065083,3097,7336,15.79,2022-01-07 17:00:00
1285450,2441,7132,544.94,2022-01-09 02:00:00
1096175,9615,1149,3.76,2022-01-07 21:00:00
493999,2529,9399,503.85,2022-01-04 03:00:00
1216123,9737,9635,181.52,2022-01-08 15:00:00
180359,5638,8937,123.58,2022-01-02 04:00:00
164496,2585,9322,470.8,2022-01-02 01:00:00
224820,8701,5082,132.49,2022-01-02 10:00:00
1008889,7416,8238,3.19,2022-01-07 08:00:00
663761,623,2345,151.97,2022-01-05 04:00:00
795514,1012,8889,22.2,2022-01-06 00:00:00
475200,5655,8414,183.39,2022-01-04 00:00:00
1032278,9613,2037,141.46,2022-01-07 12:00:00
232594,8798,2046,181.35,2022-01-02 11:00:00
730631,1168,1331,21.94,2022-01-05 14:00:00
1199747,6133,9910,16.31,2022-01-08 13:00:00
112089,3737,4744,104.15,2022-01-01 17:00:00
1267483,4576,6322,457.2,2022-01-08 23:00:00
974745,5172,9927,16.19,2022-01-07 03:00:00
182326,3400,7510,590.47,2022-01-02 04:00:00
383306,8639,9863,125.44,2022-01-03 10:00:00
421175,5106,9617,17.53,2022-01-03 16:00:00
1019614,5436,7143,489.89,2022-01-07 10:00:00
221462,3402,7583,564.65,2022-01-02 10:00:00
1089083,4146,7137,15.14,2022-01-07 20:00:00
313607,631,6539,178.82,2022-01-03 00:00:00
803627,2771,7003,181.47,2022-01-06 01:00:00
878545,4184,8431,22.9,2022-01-06 13:00:00
902793,3150,9760,19.34,2022-01-06 16:00:00
579842,2711,1428,106.41,2022-01-04 16:00:00
1138289,339,5547,3713587.0,2022-01-08 04:00:00
1093550,6405,376,476.64,2022-01-07 21:00:00
1099552,9063,9708,5.42,2022-01-07 22:00:00
1061009,6633,9918,174.11,2022-01-07 16:00:00
398068,2110,8486,32.3,2022-01-03 12:00:00
412920,8191,5156,8.78,2022-01-03 14:00:00
1135503,103,5849,57.71,2022-01-08 03:00:00
843736,2516,7593,478.1,2022-01-06 07:00:00
564215,6687,8279,112.33,2022-01-04 13:00:00
620484,7056,1718,14.65,2022-01-04 22:00:00
1028842,4160,4916,13.31,2022-01-07 11:00:00
685131,9730,5868,102.51,2022-01-05 08:00:00
109782,675,718,133.02,2022-01-01 17:00:00
898214,9781,4438,11.1,2022-01-06 16:00:00
794700,6713,9674,143.91,2022-01-06 00:00:00
222732,9705,9088,147.16,2022-01-02 10:00:00
336520,8507,9598,580.38,2022-01-03 03:00:00
151879,4008,3126,23.28,2022-01-01 23:00:00
1196761,193,9634,39.2,2022-01-08 13:00:00
479300,7481,3303,596.61,2022-01-04 00:00:00
602805,7628,7891,11.52,2022-01-04 19:00:00
23568,8561,6175,568.03,2022-01-01 04:00:00
1202050,6415,8211,533.35,2022-01-08 13:00:00
89073,9615,9927,177.72,2022-01-01 14:00:00
263849,4658,7978,165.94,2022-01-02 16:00:00
493179,705,8411,151.21,2022-01-04 03:00:00
1002682,4843,189,3.45,2022-01-07 07:00:00
22586,2724,545,167.33,2022-01-01 04:00:00
458310,4165,9935,14.22,2022-01-03 21:00:00
1135922,1435,9188,494.54,2022-01-08 03:00:00
194591,1715,4049,183.83,2022-01-02 06:00:00
829294,6417,2537,585.21,2022-01-06 05:00:00
624257,9133,5633,5.15,2022-01-04 22:00:00
441014,6462,8102,448.63,2022-01-03 19:00:00
1300674,8712,7296,153.69,2022-01-09 04:00:00
920488,9641,1853,127.3,2022-01-06 19:00:00
1289166,4576,6322,457.2,2022-01-09 02:00:00
864342,7648,3624,136.66,2022-01-06 10:00:00
526612,5754,9683,117.83,2022-01-04 08:00:00
320711,8655,3473,113.47,2022-01-03 01:00:00
1032116,9137,2776,6.9,2022-01-07 12:00:00
817023,8467,9685,557.95,2022-01-06 03:00:00
1284432,6033,8134,15.67,2022-01-09 02:00:00
1115676,484,9630,584.58,2022-01-08 00:00:00
835026,9092,5418,7.88,2022-01-06 06:00:00
397744,2621,8790,172.47,2022-01-03 12:00:00
1025327,5302,9668,7834545.0,2022-01-07 11:00:00
852485,3141,9957,27.56,2022-01-06 09:00:00
122855,2450,5195,407.1,2022-01-01 19:00:00
636290,9724,9005,160.66,2022-01-05 00:00:00
345943,9697,4588,11.02,2022-01-03 04:00:00
696573,5441,5274,456.7,2022-01-05 09:00:00
1255895,2695,8257,194.1,2022-01-08 21:00:00
481432,6462,8102,448.63,2022-01-04 01:00:00
1200436,6158,8208,11.6,2022-01-08 13:00:00
675341,1658,9163,186.19,2022-01-05 06:00:00
25350,5585,9355,497.73,2022-01-01 04:00:00
589964,9758,6139,183.74,2022-01-04 17:00:00
1188224,5772,4962,168.78,2022-01-08 11:00:00
269093,2536,2540,3.35,2022-01-02 17:00:00
711567,9644,9657,189.14,2022-01-05 12:00:00
1252983,8625,4183,109.44,2022-01-08 21:00:00
1297305,3740,9683,3.84,2022-01-09 04:00:00
396940,9077,9108,7.99,2022-01-03 12:00:00
585176,6983,8298,19.22,2022-01-04 17:00:00
1231903,6361,9869,20213808.0,2022-01-08 18:00:00
217615,5029,1810,22.08,2022-01-02 09:00:00
355116,1103,3725,38.1,2022-01-03 06:00:00
818211,8375,6957,14.63,2022-01-06 04:00:00
1130708,8348,9987,3.51,2022-01-08 03:00:00
927616,9149,3040,8.25,2022-01-06 20:00:00
1183317,5025,1751,15.43,2022-01-08 11:00:00
550210,8490,6274,420.38,2022-01-04 11:00:00
541712,127,9699,39.5,2022-01-04 10:00:00
869937,643,9991,141.5,2022-01-06 11:00:00
331056,188,8102,33.36,2022-01-03 02:00:00
1168981,8578,9675,421.63,2022-01-08 08:00:00
569529,6663,4940,147.6,2022-01-04 14:00:00
140547,2643,9619,14.52,2022-01-01 21:00:00
1122637,8942,9543,305.05,2022-01-08 01:00:00
1156904,9915,8458,3.67,2022-01-08 07:00:00
5870,6171,9647,16.85,2022-01-01 01:00:00
506915,9045,9993,5.65,2022-01-04 05:00:00
433847,8637,9917,146.33,2022-01-03 18:00:00
316534,8408,9793,3.61,2022-01-03 00:00:00
625943,5516,993,477.82,2022-01-04 23:00:00
8828,8767,6227,160.72,2022-01-01 01:00:00
450207,7045,7010,13.42,2022-01-03 20:00:00
581007,2125,9235,23.06,2022-01-04 16:00:00
1110615,8065,7039,13.96,2022-01-08 00:00:00
10426,8718,8085,145.97,2022-01-01 02:00:00
